"Google API", "Google Scope"
"Service Management API, v1", https://www.googleapis.com/auth/cloud-platform.read-only
"Service Management API, v1", https://www.googleapis.com/auth/service.management
"Service Management API, v1", https://www.googleapis.com/auth/service.management.readonly
"Service Networking API, v1", https://www.googleapis.com/auth/cloud-platform
"Service Networking API, v1", https://www.googleapis.com/auth/service.management
"Service Usage API, v1", https://www.googleapis.com/auth/cloud-platform
"Service Usage API, v1", https://www.googleapis.com/auth/cloud-platform.read-only
"Service Usage API, v1", https://www.googleapis.com/auth/service.management
"Stackdriver Profiler API, v2", https://www.googleapis.com/auth/cloud-platform
"Stackdriver Profiler API, v2", https://www.googleapis.com/auth/monitoring
"Stackdriver Profiler API, v2", https://www.googleapis.com/auth/monitoring.write
"Storage Transfer API, v1", https://www.googleapis.com/auth/cloud-platform
"Street View Publish API, v1", https://www.googleapis.com/auth/streetviewpublish
"Tag Manager API, v2", https://www.googleapis.com/auth/tagmanager.delete.containers
"Tag Manager API, v2", https://www.googleapis.com/auth/tagmanager.edit.containers
"Tag Manager API, v2", https://www.googleapis.com/auth/tagmanager.edit.containerversions
"Tag Manager API, v2", https://www.googleapis.com/auth/tagmanager.manage.accounts
"Tag Manager API, v2", https://www.googleapis.com/auth/tagmanager.manage.users
"Tag Manager API, v2", https://www.googleapis.com/auth/tagmanager.publish
"Tag Manager API, v2", https://www.googleapis.com/auth/tagmanager.readonly
"Tasks API, v1", https://www.googleapis.com/auth/tasks
"Tasks API, v1", https://www.googleapis.com/auth/tasks.readonly
"Web Security Scanner API, v1", https://www.googleapis.com/auth/cloud-platform
"YouTube Analytics API, v2", https://www.googleapis.com/auth/youtube
"YouTube Analytics API, v2", https://www.googleapis.com/auth/youtube.readonly
"YouTube Analytics API, v2", https://www.googleapis.com/auth/youtubepartner
"YouTube Analytics API, v2", https://www.googleapis.com/auth/yt-analytics-monetary.readonly
"YouTube Analytics API, v2", https://www.googleapis.com/auth/yt-analytics.readonly
"YouTube Data API, v3", https://www.googleapis.com/auth/youtube
"YouTube Data API, v3", https://www.googleapis.com/auth/youtube.channel-memberships.creator
"YouTube Data API, v3", https://www.googleapis.com/auth/youtube.force-ssl
"YouTube Data API, v3", https://www.googleapis.com/auth/youtube.readonly
"YouTube Data API, v3", https://www.googleapis.com/auth/youtube.upload
"YouTube Data API, v3", https://www.googleapis.com/auth/youtubepartner
"YouTube Data API, v3", https://www.googleapis.com/auth/youtubepartner-channel-audit
"YouTube Reporting API, v1", https://www.googleapis.com/auth/yt-analytics-monetary.readonly
"YouTube Reporting API, v1", https://www.googleapis.com/auth/yt-analytics.readonly
